timestamp,filename,width,height,encoding,seq
1778586911.205014944,images/frame_000859.pgm,1280,720,mono8,859
1778586911.271626949,images/frame_000860.pgm,1280,720,mono8,860
1778586911.338558912,images/frame_000861.pgm,1280,720,mono8,861
1778586911.405179977,images/frame_000862.pgm,1280,720,mono8,862
1778586911.471856833,images/frame_000863.pgm,1280,720,mono8,863
1778586911.538679838,images/frame_000864.pgm,1280,720,mono8,864
1778586911.605466843,images/frame_000865.pgm,1280,720,mono8,865
1778586911.672127962,images/frame_000866.pgm,1280,720,mono8,866
1778586911.738847017,images/frame_000867.pgm,1280,720,mono8,867
1778586911.805665016,images/frame_000868.pgm,1280,720,mono8,868
1778586911.872409821,images/frame_000869.pgm,1280,720,mono8,869
1778586911.939062834,images/frame_000870.pgm,1280,720,mono8,870
1778586912.005795956,images/frame_000871.pgm,1280,720,mono8,871
1778586912.072651863,images/frame_000872.pgm,1280,720,mono8,872
1778586912.139361858,images/frame_000873.pgm,1280,720,mono8,873
1778586912.206058979,images/frame_000874.pgm,1280,720,mono8,874
1778586912.272745848,images/frame_000875.pgm,1280,720,mono8,875
1778586912.339617014,images/frame_000876.pgm,1280,720,mono8,876
1778586912.406327963,images/frame_000877.pgm,1280,720,mono8,877
